resource_id,date,linked_account_id,linked_account_name,service_code,unblended_cost,usage_amount,usage_density_24h,is_hourly_billing,traffic_volume,cost_per_request,cpu_percent,cost_rolling_7d_mean,cost_rolling_7d_std,cost_z_score,is_weekend,cost_dow_baseline,cost_vs_dow_ratio
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-09,200000000010,prod-core,AmazonRDS,98.5484,84.9555,1.0,1,309891,0.00031801,74.15,89.1536,11.6952,0.8033,0,95.37960000000001,1.0332
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-10,200000000010,prod-core,AmazonRDS,95.0324,81.9245,1.0,1,305101,0.00031148,48.31,89.6911,12.0774,0.4423,0,96.175225,0.9881
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-11,200000000010,prod-core,AmazonRDS,81.6229,70.3646,1.0,1,265981,0.00030687,59.39,89.6435,12.0519,-0.6655,1,81.887725,0.9968
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-12,200000000010,prod-core,AmazonRDS,77.0742,66.4432,1.0,1,234639,0.00032848,22.52,90.8004,10.5407,-1.3022,1,81.413025,0.9467
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-13,200000000010,prod-core,AmazonRDS,89.2785,76.9642,1.0,1,291298,0.00030649,2.49,91.2043,9.8308,-0.1959,0,98.67765,0.9047
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-14,200000000010,prod-core,AmazonRDS,100.9428,87.0197,1.0,1,310831,0.00032475,81.79,91.8123,9.5112,0.96,0,96.301925,1.0482
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-15,200000000010,prod-core,AmazonRDS,89.1337,76.8394,1.0,1,284997,0.00031275,34.89,92.1211,9.8057,-0.3047,0,95.950525,0.929
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-16,200000000010,prod-core,AmazonRDS,95.6656,82.4704,1.0,1,318453,0.00030041,27.89,90.2333,8.7205,0.6229,0,93.59685,1.0221
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-17,200000000010,prod-core,AmazonRDS,95.599,82.413,1.0,1,305154,0.00031328,52.75,89.8214,8.3213,0.6943,0,93.75515,1.0197
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-18,200000000010,prod-core,AmazonRDS,78.0847,67.3144,1.0,1,256735,0.00030415,21.23,89.9024,8.383,-1.4097,1,76.617025,1.0192
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-19,200000000010,prod-core,AmazonRDS,74.2749,64.0301,1.0,1,226228,0.00032832,69.77,89.3969,9.0459,-1.6717,1,77.75704999999999,0.9552
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-20,200000000010,prod-core,AmazonRDS,92.1139,79.4085,1.0,1,289263,0.00031844,21.81,88.997,9.7183,0.3207,0,95.335275,0.9662
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-21,200000000010,prod-core,AmazonRDS,89.5033,77.158,1.0,1,289350,0.00030933,30.45,89.4021,9.7908,0.0103,0,93.12805,0.9611
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-22,200000000010,prod-core,AmazonRDS,106.5327,91.8386,1.0,1,302513,0.00035216,38.34,87.7679,8.3993,2.2341,0,93.22045,1.1428
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-23,200000000010,prod-core,AmazonRDS,100.0833,86.2787,1.0,1,297717,0.00033617,74.31,90.2534,11.0325,0.891,0,95.93722500000001,1.0432
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-24,200000000010,prod-core,AmazonRDS,99.2619,85.5706,1.0,1,307787,0.0003225,21.89,90.8845,11.5097,0.7278,0,97.05829999999999,1.0227
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-25,200000000010,prod-core,AmazonRDS,79.6548,68.6679,1.0,1,232708,0.0003423,57.95,91.4078,11.8384,-0.9928,1,77.764175,1.0243
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-26,200000000010,prod-core,AmazonRDS,82.743,71.3302,1.0,1,257872,0.00032087,88.4,91.6321,11.5553,-0.7693,1,77.27215,1.0708
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-27,200000000010,prod-core,AmazonRDS,97.3915,83.9582,1.0,1,323627,0.00030094,56.08,92.8418,9.7353,0.4673,0,98.8453,0.9853
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-28,200000000010,prod-core,AmazonRDS,108.411,93.4578,1.0,1,312790,0.00034659,17.15,93.5958,9.8729,1.5006,0,100.81735,1.0753
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-29,200000000010,prod-core,AmazonRDS,105.8175,91.222,1.0,1,343842,0.00030775,56.57,96.2969,11.0794,0.8593,0,101.286925,1.0447
arn:aws:rds:us-east-1:acct:db:db-1025,2026-04-30,200000000010,prod-core,AmazonRDS,104.845,90.3836,1.0,1,307543,0.00034091,85.76,96.1947,10.972,0.7884,0,102.720475,1.0207
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-01,200000000010,prod-core,AmazonRDS,95.8069,82.5921,1.0,1,297088,0.00032249,94.75,96.875,11.3928,-0.0937,0,104.11625,0.9202
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-02,200000000010,prod-core,AmazonRDS,84.8541,73.1501,1.0,1,258116,0.00032874,3.24,96.3814,11.3469,-1.0159,1,78.68934999999999,1.0783
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-03,200000000010,prod-core,AmazonRDS,82.2183,70.8779,1.0,1,263116,0.00031248,39.84,97.1241,10.1797,-1.4643,1,80.3817,1.0228
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-04,200000000010,prod-core,AmazonRDS,97.1771,83.7734,1.0,1,323251,0.00030062,41.01,97.0492,10.3044,0.0124,0,103.72009999999999,0.9369
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-05,200000000010,prod-core,AmazonRDS,93.762,80.8293,1.0,1,307246,0.00030517,76.67,97.0186,10.3035,-0.3161,0,100.91162499999999,0.9291
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-06,200000000010,prod-core,AmazonRDS,96.8265,83.4711,1.0,1,304107,0.0003184,76.23,94.9258,9.0105,0.2109,0,97.89774999999999,0.9891
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-07,200000000010,prod-core,AmazonRDS,93.3637,80.4859,1.0,1,285450,0.00032708,48.67,93.6414,7.7521,-0.0358,0,95.893125,0.9736
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-08,200000000010,prod-core,AmazonRDS,90.1322,77.7002,1.0,1,302312,0.00029814,79.43,92.0012,6.0042,-0.3113,0,95.282325,0.9459
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-09,200000000010,prod-core,AmazonRDS,66.7356,57.5307,1.0,1,214978,0.00031043,33.99,91.1906,5.7837,-4.2282,1,82.36755,0.8102
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-10,200000000010,prod-core,AmazonRDS,83.4714,71.9581,1.0,1,248422,0.00033601,84.92,88.6022,10.8912,-0.4711,1,79.13775000000001,1.0548
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-11,200000000010,prod-core,AmazonRDS,104.0745,89.7194,1.0,1,300254,0.00034662,55.85,88.7812,10.7785,1.4189,0,93.5211,1.1128
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-12,200000000010,prod-core,AmazonRDS,97.3778,83.9463,1.0,1,343430,0.00028354,68.55,89.7666,11.9279,0.6381,0,96.099225,1.0133
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-13,200000000010,prod-core,AmazonRDS,93.9251,80.9699,1.0,1,372259,0.00025231,25.32,90.2831,12.2049,0.2984,0,96.23705,0.976
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-14,200000000010,prod-core,AmazonRDS,96.2126,82.9419,1.0,1,364278,0.00026412,29.54,89.8686,11.993,0.529,0,96.3774,0.9983
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-15,200000000010,prod-core,AmazonRDS,99.3475,85.6444,1.0,1,386208,0.00025724,60.44,90.2756,12.1783,0.7449,0,97.8975,1.0148
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-16,200000000010,prod-core,AmazonRDS,84.3066,72.6781,1.0,1,330348,0.00025521,84.68,91.5921,12.6492,-0.576,1,79.31985,1.0629
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-17,200000000010,prod-core,AmazonRDS,84.0113,72.4236,1.0,1,268567,0.00031281,15.16,94.1022,7.6501,-1.3191,1,79.182975,1.061
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-18,200000000010,prod-core,AmazonRDS,103.8247,89.5041,1.0,1,327875,0.00031666,16.68,94.1793,7.5268,1.2815,0,96.71574999999999,1.0735
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-19,200000000010,prod-core,AmazonRDS,102.1678,88.0757,1.0,1,314494,0.00032486,53.69,94.1437,7.4724,1.0738,0,98.32747499999999,1.0391
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-20,200000000010,prod-core,AmazonRDS,99.455,85.7371,1.0,1,316360,0.00031437,69.47,94.8279,8.0174,0.5771,0,100.38815,0.9907
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-21,200000000010,prod-core,AmazonRDS,90.7363,78.2209,1.0,1,281855,0.00032193,80.75,95.6179,8.1843,-0.5965,0,101.19875,0.8966
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-22,200000000010,prod-core,AmazonRDS,92.5374,79.7736,1.0,1,283308,0.00032663,44.32,94.8356,8.3775,-0.2743,0,99.04594999999999,0.9343
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-23,200000000010,prod-core,AmazonRDS,74.6351,64.3406,1.0,1,228228,0.00032702,18.42,93.8627,8.1587,-2.3567,1,79.631225,0.9373
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-24,200000000010,prod-core,AmazonRDS,82.039,70.7233,1.0,1,235936,0.00034772,22.83,92.4811,10.5231,-0.9923,1,81.6061,1.0053
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-25,200000000010,prod-core,AmazonRDS,109.8318,94.6826,1.0,1,338720,0.00032426,9.37,92.1993,10.8101,1.6311,0,96.22412500000002,1.1414
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-26,200000000010,prod-core,AmazonRDS,104.2634,89.8822,1.0,1,308573,0.00033789,4.05,93.0575,12.0537,0.9297,0,98.140125,1.0624
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-27,200000000010,prod-core,AmazonRDS,95.92,82.6897,1.0,1,311587,0.00030784,74.46,93.3569,12.3403,0.2077,0,99.342225,0.9656
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-28,200000000010,prod-core,AmazonRDS,105.5279,90.9723,1.0,1,343653,0.00030708,44.46,92.8519,12.1195,1.0459,0,100.63815000000001,1.0486
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-29,200000000010,prod-core,AmazonRDS,109.1876,94.1272,1.0,1,341347,0.00031987,20.27,94.9649,12.9502,1.0983,0,103.88577500000001,1.051
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-30,200000000010,prod-core,AmazonRDS,89.4282,77.0933,1.0,1,280163,0.0003192,93.02,97.3435,13.9226,-0.5685,1,81.24799999999999,1.1007
arn:aws:rds:us-east-1:acct:db:db-1025,2026-05-31,200000000010,prod-core,AmazonRDS,89.3796,77.0513,1.0,1,275101,0.0003249,70.36,99.4568,10.636,-0.9475,1,82.5284,1.083
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-01,200000000010,prod-core,AmazonRDS,57.1465,49.2642,1.0,1,234134,0.00024408,79.4,,,,1,,
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-02,200000000010,prod-core,AmazonRDS,74.7747,64.4609,1.0,1,277801,0.00026917,26.78,,,,0,,
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-03,200000000010,prod-core,AmazonRDS,67.6742,58.3398,1.0,1,285650,0.00023691,46.88,,,,0,,
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-04,200000000010,prod-core,AmazonRDS,73.0024,62.9331,1.0,1,298949,0.0002442,72.53,66.5318,8.8695,0.7295,0,71.22444999999999,1.025
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-05,200000000010,prod-core,AmazonRDS,71.8363,61.9279,1.0,1,262634,0.00027352,2.7,68.1494,7.9317,0.4648,0,71.8171,1.0003
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-06,200000000010,prod-core,AmazonRDS,75.9958,65.5136,1.0,1,275462,0.00027588,44.94,68.8868,7.0642,1.0063,0,71.8219,1.0581
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-07,200000000010,prod-core,AmazonRDS,56.5859,48.781,1.0,1,228272,0.00024789,20.18,70.0716,6.9531,-1.9395,1,,
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-08,200000000010,prod-core,AmazonRDS,70.1804,60.5004,1.0,1,266327,0.00026351,53.52,68.1451,8.1405,0.25,1,56.866200000000006,1.2341
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-09,200000000010,prod-core,AmazonRDS,74.7165,64.4108,1.0,1,289281,0.00025828,11.1,70.0071,6.5385,0.7203,0,72.127175,1.0359
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-10,200000000010,prod-core,AmazonRDS,76.7357,66.1515,1.0,1,283057,0.0002711,13.52,69.9988,6.5315,1.0315,0,73.88775,1.0385
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-11,200000000010,prod-core,AmazonRDS,71.3929,61.5456,1.0,1,298185,0.00023942,28.53,71.2933,6.8825,0.0145,0,74.821075,0.9542
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-12,200000000010,prod-core,AmazonRDS,71.4657,61.6084,1.0,1,293330,0.00024364,91.07,71.0634,6.8427,0.0588,0,74.710225,0.9566
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-13,200000000010,prod-core,AmazonRDS,78.3571,67.5493,1.0,1,302704,0.00025886,75.53,71.0104,6.8371,1.0745,0,73.5777,1.065
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-14,200000000010,prod-core,AmazonRDS,61.0753,52.6511,1.0,1,252476,0.00024191,78.88,71.3477,7.174,-1.4319,1,61.30426666666667,0.9963
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-15,200000000010,prod-core,AmazonRDS,61.4457,52.9704,1.0,1,250264,0.00024552,21.64,71.9891,5.6794,-1.8564,1,61.247025,1.0032
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-16,200000000010,prod-core,AmazonRDS,74.4308,64.1645,1.0,1,279453,0.00026634,52.07,70.7413,6.9585,0.5302,0,74.48785000000001,0.9992
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-17,200000000010,prod-core,AmazonRDS,76.6525,66.0797,1.0,1,320835,0.00023892,75.76,70.7005,6.9321,0.8586,0,73.911625,1.0371
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-18,200000000010,prod-core,AmazonRDS,71.1976,61.3772,1.0,1,271060,0.00026266,62.82,70.6886,6.9201,0.0736,0,75.22652500000001,0.9464
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-19,200000000010,prod-core,AmazonRDS,73.3832,63.2613,1.0,1,296072,0.00024786,19.44,70.6607,6.9172,0.3936,0,75.15950000000001,0.9764
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-20,200000000010,prod-core,AmazonRDS,79.5052,68.539,1.0,1,306153,0.00025969,17.68,70.9346,6.9919,1.2258,0,73.916025,1.0756
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-21,200000000010,prod-core,AmazonRDS,59.0903,50.9399,1.0,1,231561,0.00025518,15.61,71.0986,7.2053,-1.6666,1,62.321825000000004,0.9481
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-22,200000000010,prod-core,AmazonRDS,52.6884,45.421,1.0,1,206438,0.00025523,41.69,70.815,7.6884,-2.3577,1,62.947925,0.837
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-23,200000000010,prod-core,AmazonRDS,70.0664,60.4021,1.0,1,285257,0.00024563,78.33,69.564,9.87,0.0509,0,75.184625,0.9319
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-24,200000000010,prod-core,AmazonRDS,68.5121,59.0621,1.0,1,278239,0.00024623,7.2,68.9405,9.6466,-0.0444,0,73.5381,0.9317
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-25,200000000010,prod-core,AmazonRDS,71.1996,61.379,1.0,1,267395,0.00026627,83.6,67.7776,9.0332,0.3788,0,72.866725,0.9771
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-26,200000000010,prod-core,AmazonRDS,71.0536,61.2531,1.0,1,272469,0.00026078,63.44,67.7779,9.0333,0.3626,0,72.32082500000001,0.9825
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-27,200000000010,prod-core,AmazonRDS,74.37,64.112,1.0,1,304441,0.00024428,84.37,67.4451,8.833,0.784,0,70.207925,1.0593
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-28,200000000010,prod-core,AmazonRDS,66.1769,57.049,1.0,1,265547,0.00024921,26.07,66.7115,7.8196,-0.0684,1,58.574925,1.1298
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-29,200000000010,prod-core,AmazonRDS,77.1662,66.5226,1.0,1,305550,0.00025255,61.73,67.7239,7.0935,1.3311,1,59.850325,1.2893
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-30,200000000010,prod-core,AmazonRDS,90.9531,78.4078,1.0,1,358162,0.00025394,41.62,71.2207,3.6379,5.4242,0,71.28382500000001,1.2759
arn:aws:rds:us-east-1:acct:db:db-1026,2026-03-31,200000000010,prod-core,AmazonRDS,77.2855,66.6254,1.0,1,348509,0.00022176,85.99,74.2045,8.217,0.375,0,76.894075,1.0051
arn:aws:rds:us-east-1:acct:db:db-1026,2026-04-01,200000000010,prod-core,AmazonRDS,80.2585,69.1884,1.0,1,300356,0.00026721,35.9,75.4578,7.8657,0.6103,0,78.41555,1.0235
arn:aws:rds:us-east-1:acct:db:db-1026,2026-04-02,200000000010,prod-core,AmazonRDS,76.4563,65.9106,1.0,1,290418,0.00026326,82.0,76.752,7.7932,-0.0379,0,80.716775,0.9472
arn:aws:rds:us-east-1:acct:db:db-1026,2026-04-03,200000000010,prod-core,AmazonRDS,76.943,66.3302,1.0,1,288228,0.00026695,18.7,77.5238,7.392,-0.0786,0,81.23835,0.9471
arn:aws:rds:us-east-1:acct:db:db-1026,2026-04-04,200000000010,prod-core,AmazonRDS,62.1343,53.5641,1.0,1,244378,0.00025425,14.96,77.8914,7.272,-2.1668,1,63.78045,0.9742
arn:aws:rds:us-east-1:acct:db:db-1026,2026-04-05,200000000010,prod-core,AmazonRDS,59.5936,51.3738,1.0,1,238585,0.00024978,88.31,77.3138,8.4263,-2.103,1,64.54145,0.9233
arn:aws:rds:us-east-1:acct:db:db-1026,2026-04-06,200000000010,prod-core,AmazonRDS,65.8887,56.8006,1.0,1,257528,0.00025585,68.78,74.8035,10.7694,-0.8278,0,77.73582499999999,0.8476
