date,linked_account_id,linked_account_name,daily_cost,traffic_volume,traffic_source,cost_ratio
2026-04-09,200000000010,prod-core,2501.07,309891,Synthetic,1.0766114898479
2026-04-10,200000000010,prod-core,2451.41,305101,Synthetic,1.0586441478929676
2026-04-11,200000000010,prod-core,2157.91,265981,Synthetic,0.921533398895529
2026-04-12,200000000010,prod-core,2022.6299999999999,234639,Synthetic,0.8564136313293867
2026-04-13,200000000010,prod-core,2399.63,291298,Synthetic,1.0014272538717393
2026-04-14,200000000010,prod-core,2575.24,310831,Synthetic,1.078724919364973
2026-04-15,200000000010,prod-core,2349.29,284997,Synthetic,0.9992617204162559
2026-04-16,200000000010,prod-core,2542.98,318453,Synthetic,1.0788995029422834
2026-04-17,200000000010,prod-core,2514.84,305154,Synthetic,1.0628744901138232
2026-04-18,200000000010,prod-core,2069.22,256735,Synthetic,0.879245445655321
2026-04-19,200000000010,prod-core,1878.8899999999999,226228,Synthetic,0.8053985005593968
2026-04-20,200000000010,prod-core,2376.18,289263,Synthetic,1.020029877399636
2026-04-21,200000000010,prod-core,2337.4700000000003,289350,Synthetic,1.0182601514605572
2026-04-22,200000000010,prod-core,2719.0499999999997,302513,Synthetic,1.157842837268069
2026-04-23,200000000010,prod-core,2521.28,297717,Synthetic,1.0750463089018472
2026-04-24,200000000010,prod-core,2626.67,307787,Synthetic,1.112405891307031
2026-04-25,200000000010,prod-core,2003.23,232708,Synthetic,0.8517770703229164
2026-04-26,200000000010,prod-core,2178.91,257872,Synthetic,0.9098944746071506
2026-04-27,200000000010,prod-core,2509.33,323627,Synthetic,1.0396172098149024
2026-04-28,200000000010,prod-core,2724.54,312790,Synthetic,1.1034987539786185
2026-04-29,200000000010,prod-core,2733.04,343842,Synthetic,1.1060461351679483
2026-04-30,200000000010,prod-core,2798.3199999999997,307543,Synthetic,1.114612234864607
2026-05-01,200000000010,prod-core,2517.8999999999996,297088,Synthetic,1.0091627555714853
2026-05-02,200000000010,prod-core,2133.61,258116,Synthetic,0.8488046761557544
2026-05-03,200000000010,prod-core,2130.2,263116,Synthetic,0.8498005920120545
2026-05-04,200000000010,prod-core,2601.2599999999998,323251,Synthetic,1.0323121605862506
2026-05-05,200000000010,prod-core,2462.7,307246,Synthetic,0.9920510006600668
2026-05-06,200000000010,prod-core,2579.2,304107,Synthetic,1.0482610944894644
2026-05-07,200000000010,prod-core,2435.05,285450,Synthetic,1.0109982728269173
2026-05-08,200000000010,prod-core,2415.6400000000003,302312,Synthetic,1.0090597374573778
2026-05-09,200000000010,prod-core,1808.79,214978,Synthetic,0.7705016296635274
2026-05-10,200000000010,prod-core,2211.23,248422,Synthetic,0.9373096675703515
2026-05-11,200000000010,prod-core,2652.42,300254,Synthetic,1.1208515770873946
2026-05-12,200000000010,prod-core,2999.83,343430,Synthetic,1.2278454885230872
2026-05-13,200000000010,prod-core,3026.9199999999996,372259,Synthetic,1.2073267737443216
2026-05-14,200000000010,prod-core,3014.19,364278,Synthetic,1.163842833203339
2026-05-15,200000000010,prod-core,3111.0,386208,Synthetic,1.1568508498022245
2026-05-16,200000000010,prod-core,2813.0,330348,Synthetic,0.9930610295537908
2026-05-17,200000000010,prod-core,2220.46,268567,Synthetic,0.7835145192364887
2026-05-18,200000000010,prod-core,2649.42,327875,Synthetic,0.935019324601887
2026-05-19,200000000010,prod-core,2661.96,314494,Synthetic,0.9557248697873257
2026-05-20,200000000010,prod-core,2577.4700000000003,316360,Synthetic,0.9472261451634074
2026-05-21,200000000010,prod-core,2429.19,281855,Synthetic,0.9210199052132702
2026-05-22,200000000010,prod-core,2404.5499999999997,283308,Synthetic,0.9479501353059943
2026-05-23,200000000010,prod-core,1938.9099999999999,228228,Synthetic,0.8039570049923113
2026-05-24,200000000010,prod-core,2091.17,235936,Synthetic,0.873782507504774
2026-05-25,200000000010,prod-core,2755.58,338720,Synthetic,1.1441517590485222
2026-05-26,200000000010,prod-core,2633.25,308573,Synthetic,1.09522391997205
2026-05-27,200000000010,prod-core,2594.94,311587,Synthetic,1.078170824432456
2026-05-28,200000000010,prod-core,2796.56,343653,Synthetic,1.137145831300218
2026-05-29,200000000010,prod-core,2782.44,341347,Synthetic,1.1071020329281498
2026-05-30,200000000010,prod-core,2259.52,280163,Synthetic,0.882947236323971
2026-05-31,200000000010,prod-core,2303.86,275101,Synthetic,0.8897101701133445
2026-03-01,200000000011,prod-payments,1192.22,140038,Synthetic,1.0
2026-03-02,200000000011,prod-payments,1463.51,174921,Synthetic,1.1021527037763628
2026-03-03,200000000011,prod-payments,1409.12,154828,Synthetic,1.0399793350308129
2026-03-04,200000000011,prod-payments,1439.2,160207,Synthetic,1.0459207310980096
2026-03-05,200000000011,prod-payments,1461.64,163796,Synthetic,1.049171008184401
2026-03-06,200000000011,prod-payments,1473.6,168014,Synthetic,1.0476710718555706
2026-03-07,200000000011,prod-payments,1154.88,141355,Synthetic,0.8426117110703688
2026-03-08,200000000011,prod-payments,1379.51,158046,Synthetic,0.9872319674159071
2026-03-09,200000000011,prod-payments,1463.78,172332,Synthetic,1.0475100007871818
2026-03-10,200000000011,prod-payments,1460.1599999999999,186601,Synthetic,1.0394954829615661
2026-03-11,200000000011,prod-payments,1406.59,165784,Synthetic,1.0046907397430245
2026-03-12,200000000011,prod-payments,1398.84,174050,Synthetic,1.0055990535422332
2026-03-13,200000000011,prod-payments,1524.93,174449,Synthetic,1.0904942336512855
2026-03-14,200000000011,prod-payments,1225.15,145507,Synthetic,0.8698736986456991
2026-03-15,200000000011,prod-payments,1234.81,141138,Synthetic,0.8897919141550669
2026-03-16,200000000011,prod-payments,1490.6000000000001,175839,Synthetic,1.0711543278568703
2026-03-17,200000000011,prod-payments,1580.84,197671,Synthetic,1.122099909144007
2026-03-18,200000000011,prod-payments,1453.35,159339,Synthetic,1.026737595523852
2026-03-19,200000000011,prod-payments,1423.26,174500,Synthetic,1.0030081728068425
2026-03-20,200000000011,prod-payments,1530.8300000000002,185883,Synthetic,1.0781751190279751
2026-03-21,200000000011,prod-payments,1173.2,136601,Synthetic,0.8306353160599541
2026-03-22,200000000011,prod-payments,1117.53,124407,Synthetic,0.8007187595001234
2026-03-23,200000000011,prod-payments,1360.71,163874,Synthetic,0.9880961272734063
2026-03-24,200000000011,prod-payments,1416.84,165519,Synthetic,1.0466624172094574
2026-03-25,200000000011,prod-payments,1387.44,168429,Synthetic,1.0321228590162819
2026-03-26,200000000011,prod-payments,1389.25,166892,Synthetic,1.0372181573839034
2026-03-27,200000000011,prod-payments,1498.19,194181,Synthetic,1.1224607092247163
2026-03-28,200000000011,prod-payments,1320.47,156560,Synthetic,0.9739590303073729
2026-03-29,200000000011,prod-payments,1518.76,172924,Synthetic,1.0747761245331926
2026-03-30,200000000011,prod-payments,1726.83,209077,Synthetic,1.178404099132561
2026-03-31,200000000011,prod-payments,1571.86,190698,Synthetic,1.0566821604179473
2026-04-01,200000000011,prod-payments,1505.6,192950,Synthetic,1.0007824547809505
2026-04-02,200000000011,prod-payments,1500.79,187614,Synthetic,0.9871299036880433
2026-04-03,200000000011,prod-payments,1532.8500000000001,187224,Synthetic,1.0049441986445835
2026-04-04,200000000011,prod-payments,1211.34,155996,Synthetic,0.8023614618807857
2026-04-05,200000000011,prod-payments,1176.66,132806,Synthetic,0.8054641484930956
2026-04-06,200000000011,prod-payments,1309.81,152149,Synthetic,0.9347287313269261
2026-04-07,200000000011,prod-payments,1549.5,177325,Synthetic,1.108306808834574
2026-04-08,200000000011,prod-payments,1565.5900000000001,184209,Synthetic,1.1129929904311564
2026-04-09,200000000011,prod-payments,1500.6,167676,Synthetic,1.0668115596134606
2026-04-10,200000000011,prod-payments,1496.82,185322,Synthetic,1.0680324393088094
2026-04-11,200000000011,prod-payments,1344.69,159569,Synthetic,0.9466152838941759
2026-04-12,200000000011,prod-payments,1247.65,138707,Synthetic,0.8720765357985194
2026-04-13,200000000011,prod-payments,1447.96,164932,Synthetic,0.9983167221685425
2026-04-14,200000000011,prod-payments,1533.97,186961,Synthetic,1.0592377837052935
2026-04-15,200000000011,prod-payments,1443.18,180439,Synthetic,1.0087260244017149
2026-04-16,200000000011,prod-payments,1522.8700000000001,200988,Synthetic,1.062064492474948
2026-04-17,200000000011,prod-payments,1509.1399999999999,207481,Synthetic,1.051198770879231
2026-04-18,200000000011,prod-payments,1272.35,155845,Synthetic,0.8926874689289093
2026-04-19,200000000011,prod-payments,1162.64,132613,Synthetic,0.822724373263136
2026-04-20,200000000011,prod-payments,1432.5,153575,Synthetic,1.015273397356391
2026-04-21,200000000011,prod-payments,1396.61,169836,Synthetic,1.0037969913617932
2026-04-22,200000000011,prod-payments,1641.5500000000002,188979,Synthetic,1.1562933326356508
2026-04-23,200000000011,prod-payments,1532.91,180128,Synthetic,1.0786784884948282
2026-04-24,200000000011,prod-payments,1579.41,183728,Synthetic,1.1036038239284005
2026-04-25,200000000011,prod-payments,1243.3600000000001,148152,Synthetic,0.8713121860290041
2026-04-26,200000000011,prod-payments,1347.66,170338,Synthetic,0.9272282288185573
2026-04-27,200000000011,prod-payments,1532.51,185345,Synthetic,1.0441463459739673
2026-04-28,200000000011,prod-payments,1632.75,194375,Synthetic,1.0874487994938227
2026-04-29,200000000011,prod-payments,1612.85,183519,Synthetic,1.0771362740842152
2026-04-30,200000000011,prod-payments,1632.04,179445,Synthetic,1.0797404301087463
2026-05-01,200000000011,prod-payments,1517.03,177617,Synthetic,1.0096033541860774
2026-05-02,200000000011,prod-payments,1302.62,155894,Synthetic,0.8620538390123903
2026-05-03,200000000011,prod-payments,1304.72,170406,Synthetic,0.866963088968458
2026-05-04,200000000011,prod-payments,1531.31,184954,Synthetic,1.0176440096759616
2026-05-05,200000000011,prod-payments,1471.6599999999999,185276,Synthetic,0.9931923993201076
2026-05-06,200000000011,prod-payments,1532.1799999999998,179271,Synthetic,1.042141327456673
2026-05-07,200000000011,prod-payments,1484.6599999999999,167603,Synthetic,1.0244908903430339
2026-05-08,200000000011,prod-payments,1461.88,166960,Synthetic,1.0142858134032708
2026-05-09,200000000011,prod-payments,1120.67,129603,Synthetic,0.7918266532621118
2026-05-10,200000000011,prod-payments,1356.8700000000001,180152,Synthetic,0.953697223580538
2026-05-11,200000000011,prod-payments,1577.82,181562,Synthetic,1.1038403956129181
2026-05-12,200000000011,prod-payments,1479.51,184984,Synthetic,1.0342514522763564
2026-05-13,200000000011,prod-payments,1491.06,170849,Synthetic,1.0466233540938203
2026-05-14,200000000011,prod-payments,1506.6,189213,Synthetic,1.0552098623130328
2026-05-15,200000000011,prod-payments,1596.1100000000001,195219,Synthetic,1.1030868902439026
2026-05-16,200000000011,prod-payments,1375.88,163812,Synthetic,0.92751339820972
2026-05-17,200000000011,prod-payments,1354.01,162150,Synthetic,0.9130217830861989
2026-05-18,200000000011,prod-payments,1571.64,182422,Synthetic,1.0604030338868857
2026-05-19,200000000011,prod-payments,1599.17,196180,Synthetic,1.0666751155608618
2026-05-20,200000000011,prod-payments,1528.84,179287,Synthetic,1.0161057703719527
2026-05-21,200000000011,prod-payments,1466.1100000000001,165151,Synthetic,0.97817430059399
2026-05-22,200000000011,prod-payments,1451.07,163002,Synthetic,0.981711112313854
2026-05-23,200000000011,prod-payments,2078.88,251618,Synthetic,1.3169709277701154
2026-05-24,200000000011,prod-payments,2214.1299999999997,286673,Synthetic,1.301353334721541
2026-05-25,200000000011,prod-payments,2535.3,306669,Synthetic,1.3785761447935683
2026-05-26,200000000011,prod-payments,2505.61,298889,Synthetic,1.2728117829250347
2026-05-27,200000000011,prod-payments,1511.45,183966,Synthetic,0.76876378287454
2026-05-28,200000000011,prod-payments,1658.7299999999998,212045,Synthetic,0.8320292766050144
2026-05-29,200000000011,prod-payments,1676.3200000000002,203364,Synthetic,0.8274959415870616
2026-05-30,200000000011,prod-payments,1356.53,159438,Synthetic,0.7055773970561902
2026-05-31,200000000011,prod-payments,1408.22,178333,Synthetic,0.7791191385502555
2026-03-01,200000000012,staging,208.51,25557,Synthetic,1.0
2026-03-02,200000000012,staging,325.56,42067,Synthetic,1.2191660269253095
2026-03-03,200000000012,staging,304.68,36896,Synthetic,1.0897645305514159
2026-03-04,200000000012,staging,315.97,35595,Synthetic,1.0945337397810726
2026-03-05,200000000012,staging,321.77,35971,Synthetic,1.0896450365393602
2026-03-06,200000000012,staging,326.07,42358,Synthetic,1.0853563820344398
2026-03-07,200000000012,staging,208.1,27124,Synthetic,0.7244884764206777
2026-03-08,200000000012,staging,248.45,29546,Synthetic,0.8481176241100166
2026-03-09,200000000012,staging,324.32,38172,Synthetic,1.1077799898504899
2026-03-10,200000000012,staging,324.0,41721,Synthetic,1.0963512964789142
2026-03-11,200000000012,staging,309.51,35085,Synthetic,1.0506008088370786
2026-03-12,200000000012,staging,305.99,35076,Synthetic,1.0466615195168194
2026-03-13,200000000012,staging,339.64000000000004,42067,Synthetic,1.1541109023742604
2026-03-14,200000000012,staging,210.04999999999998,24708,Synthetic,0.7130836679664008
2026-03-15,200000000012,staging,215.63,25868,Synthetic,0.7438668598519569
2026-03-16,200000000012,staging,325.40999999999997,38730,Synthetic,1.121976327805224
2026-03-17,200000000012,staging,350.25,42739,Synthetic,1.1922070722788454
2026-03-18,200000000012,staging,315.18,40483,Synthetic,1.0698833741483402
2026-03-19,200000000012,staging,318.2,38356,Synthetic,1.0737769721745503
2026-03-20,200000000012,staging,362.15,44857,Synthetic,1.2089686055883293
2026-03-21,200000000012,staging,234.58999999999997,25265,Synthetic,0.7740747898803155
2026-03-22,200000000012,staging,222.63,26650,Synthetic,0.732194455015716
2026-03-23,200000000012,staging,328.37,37743,Synthetic,1.0784565795708863
2026-03-24,200000000012,staging,340.74,38397,Synthetic,1.124098668149642
2026-03-25,200000000012,staging,332.46000000000004,38143,Synthetic,1.0879231840833234
2026-03-26,200000000012,staging,340.01,40119,Synthetic,1.1013998472893867
2026-03-27,200000000012,staging,361.62,45381,Synthetic,1.1716888382814454
2026-03-28,200000000012,staging,270.93,30355,Synthetic,0.8633214370254374
2026-03-29,200000000012,staging,292.23,35121,Synthetic,0.9025971160804109
2026-03-30,200000000012,staging,411.57000000000005,48192,Synthetic,1.2261827746471683
2026-03-31,200000000012,staging,380.81,44948,Synthetic,1.1155157911475835
2026-04-01,200000000012,staging,371.13,46768,Synthetic,1.0698472182185066
2026-04-02,200000000012,staging,363.84000000000003,44835,Synthetic,1.0386398763523956
2026-04-03,200000000012,staging,366.76,46954,Synthetic,1.0447854733098114
2026-04-04,200000000012,staging,244.01999999999998,29056,Synthetic,0.7028341480274526
2026-04-05,200000000012,staging,235.72,27302,Synthetic,0.6950902542283632
2026-04-06,200000000012,staging,314.73,37344,Synthetic,0.967545157904445
2026-04-07,200000000012,staging,375.03000000000003,45549,Synthetic,1.1558538765338604
2026-04-08,200000000012,staging,374.07,45284,Synthetic,1.1514046883038647
2026-04-09,200000000012,staging,357.28,40549,Synthetic,1.1029057024797033
2026-04-10,200000000012,staging,362.22,43663,Synthetic,1.1203983968679716
2026-04-11,200000000012,staging,257.65,31270,Synthetic,0.7921772741248297
2026-04-12,200000000012,staging,249.01,33642,Synthetic,0.7611692627478723
2026-04-13,200000000012,staging,352.9,46322,Synthetic,1.0610525049824753
2026-04-14,200000000012,staging,370.81,42598,Synthetic,1.116926426671945
2026-04-15,200000000012,staging,337.94,39970,Synthetic,1.0339932074778937
2026-04-16,200000000012,staging,367.81,40907,Synthetic,1.120230253139222
2026-04-17,200000000012,staging,363.65999999999997,42350,Synthetic,1.1068971814695319
2026-04-18,200000000012,staging,249.25,30381,Synthetic,0.7614407038553187
2026-04-19,200000000012,staging,228.98000000000002,29134,Synthetic,0.7056860457437208
2026-04-20,200000000012,staging,338.65,39156,Synthetic,1.0502636126002391
2026-04-21,200000000012,staging,336.02,39003,Synthetic,1.0584211923629017
2026-04-22,200000000012,staging,396.26,42445,Synthetic,1.2162516497634424
2026-04-23,200000000012,staging,364.93,43435,Synthetic,1.1215058720228295
2026-04-24,200000000012,staging,375.13,42624,Synthetic,1.1470762967298906
2026-04-25,200000000012,staging,241.67000000000002,28232,Synthetic,0.7414359846426255
2026-04-26,200000000012,staging,267.97,30746,Synthetic,0.8083106742565598
2026-04-27,200000000012,staging,370.01,44191,Synthetic,1.1012249201739803
2026-04-28,200000000012,staging,391.03,42799,Synthetic,1.1371873701703366
2026-04-29,200000000012,staging,389.0,43255,Synthetic,1.1347062598448163
2026-04-30,200000000012,staging,402.09,53387,Synthetic,1.1550043087529238
2026-05-01,200000000012,staging,367.14,41220,Synthetic,1.0580795500862528
2026-05-02,200000000012,staging,262.58,29781,Synthetic,0.7502836943122353
2026-05-03,200000000012,staging,260.21,34093,Synthetic,0.7458743847407516
2026-05-04,200000000012,staging,373.11,51276,Synthetic,1.0681386903106547
2026-05-05,200000000012,staging,361.73,40864,Synthetic,1.0481195102365202
2026-05-06,200000000012,staging,861.3499999999999,190625,Synthetic,2.087607895547761
2026-05-07,200000000012,staging,828.21,159133,Synthetic,1.7492132648227547
2026-05-08,200000000012,staging,352.78,45992,Synthetic,0.7483280151031676
2026-05-09,200000000012,staging,218.38,24912,Synthetic,0.4695233385650706
2026-05-10,200000000012,staging,272.76,32329,Synthetic,0.5841900425906889
2026-05-11,200000000012,staging,384.26,47903,Synthetic,0.8201996054240472
2026-05-12,200000000012,staging,348.53,42732,Synthetic,0.7469406999421359
2026-05-13,200000000012,staging,360.64,42462,Synthetic,0.9128277817150957
2026-05-14,200000000012,staging,361.96000000000004,43144,Synthetic,1.101947975697057
2026-05-15,200000000012,staging,384.53,42971,Synthetic,1.154715022350347
2026-05-16,200000000012,staging,272.64,32327,Synthetic,0.8000939077356498
2026-05-17,200000000012,staging,273.02,32326,Synthetic,0.8011217397865509
2026-05-18,200000000012,staging,373.93,45392,Synthetic,1.1019934743711188
2026-05-19,200000000012,staging,382.1,44578,Synthetic,1.1103776953030944
2026-05-20,200000000012,staging,373.27,45848,Synthetic,1.0790600673150383
2026-05-21,200000000012,staging,349.52,44066,Synthetic,1.0156205246138454
2026-05-22,200000000012,staging,348.84000000000003,42186,Synthetic,1.0288878027404649
2026-05-23,200000000012,staging,235.76,28788,Synthetic,0.7063395593295784
2026-05-24,200000000012,staging,257.63,30997,Synthetic,0.7769802460093491
2026-05-25,200000000012,staging,393.06,47167,Synthetic,1.1757300720457402
2026-05-26,200000000012,staging,380.68,44033,Synthetic,1.1393901041577588
2026-05-27,200000000012,staging,368.39,44906,Synthetic,1.1049111351054894
2026-05-28,200000000012,staging,396.78,47381,Synthetic,1.166441284426787
2026-05-29,200000000012,staging,393.86,52209,Synthetic,1.1363718798430442
2026-05-30,200000000012,staging,271.23,35108,Synthetic,0.7712816304643672
2026-05-31,200000000012,staging,273.4,33440,Synthetic,0.7725034310163881
2026-03-01,200000000013,dev,238.76,27558,Synthetic,1.0
2026-03-02,200000000013,dev,372.06,42163,Synthetic,1.218231230149635
2026-03-03,200000000013,dev,354.46,45068,Synthetic,1.101628543013426
2026-03-04,200000000013,dev,362.8,44107,Synthetic,1.0927052587193544
2026-03-05,200000000013,dev,374.35,46000,Synthetic,1.099457833802271
2026-03-06,200000000013,dev,374.03,40968,Synthetic,1.0807720832570817
2026-03-07,200000000013,dev,234.52,29447,Synthetic,0.7103652995698795
2026-03-08,200000000013,dev,278.87,34224,Synthetic,0.8302914818233245
2026-03-09,200000000013,dev,375.7,42580,Synthetic,1.1168584083950177
2026-03-10,200000000013,dev,375.07,43947,Synthetic,1.1053112396541127
2026-03-11,200000000013,dev,359.3,43684,Synthetic,1.06040036427415
2026-03-12,200000000013,dev,352.43,42402,Synthetic,1.0498272281609586
2026-03-13,200000000013,dev,386.68,45723,Synthetic,1.1456845723089686
2026-03-14,200000000013,dev,241.49,28828,Synthetic,0.7134000692117457
2026-03-15,200000000013,dev,254.6,30167,Synthetic,0.7599125047435903
2026-03-16,200000000013,dev,375.59999999999997,45415,Synthetic,1.1211127551520783
2026-03-17,200000000013,dev,398.26,51307,Synthetic,1.1771098988329478
2026-03-18,200000000013,dev,368.37,38531,Synthetic,1.0846123755483863
2026-03-19,200000000013,dev,361.84,42906,Synthetic,1.0611855004943773
2026-03-20,200000000013,dev,395.14,47835,Synthetic,1.1547530580720577
2026-03-21,200000000013,dev,239.25,29134,Synthetic,0.6998361929914002
2026-03-22,200000000013,dev,219.3,25826,Synthetic,0.6510840798045603
2026-03-23,200000000013,dev,350.0,38310,Synthetic,1.0505282656421515
2026-03-24,200000000013,dev,358.83,43765,Synthetic,1.0955542083018932
2026-03-25,200000000013,dev,350.61,45706,Synthetic,1.0788142261216631
2026-03-26,200000000013,dev,348.90999999999997,38658,Synthetic,1.0797200756838958
2026-03-27,200000000013,dev,375.35,46987,Synthetic,1.171791727059873
2026-03-28,200000000013,dev,271.01,31986,Synthetic,0.8342399549694152
2026-03-29,200000000013,dev,307.89,36833,Synthetic,0.912228053838991
2026-03-30,200000000013,dev,446.06,50709,Synthetic,1.2699681940569254
2026-03-31,200000000013,dev,394.14,46505,Synthetic,1.1062602998432218
2026-04-01,200000000013,dev,390.28999999999996,49879,Synthetic,1.078298107473408
2026-04-02,200000000013,dev,380.03000000000003,46932,Synthetic,1.0372119137388538
2026-04-03,200000000013,dev,388.12,50608,Synthetic,1.0540437781760905
2026-04-04,200000000013,dev,243.54000000000002,30945,Synthetic,0.6685228248636312
2026-04-05,200000000013,dev,240.70999999999998,29519,Synthetic,0.6786325612491894
2026-04-06,200000000013,dev,337.5,44031,Synthetic,0.9950175417907368
2026-04-07,200000000013,dev,396.24,48592,Synthetic,1.167162508468585
2026-04-08,200000000013,dev,393.38,49159,Synthetic,1.1572333916083917
2026-04-09,200000000013,dev,379.25,44835,Synthetic,1.11603201695015
2026-04-10,200000000013,dev,378.41999999999996,45561,Synthetic,1.1181491236956742
2026-04-11,200000000013,dev,270.94,31379,Synthetic,0.7914155998063794
2026-04-12,200000000013,dev,252.71,31825,Synthetic,0.7344878842736378
2026-04-13,200000000013,dev,365.28000000000003,41251,Synthetic,1.0495603845301327
2026-04-14,200000000013,dev,382.17,47654,Synthetic,1.104469169952315
2026-04-15,200000000013,dev,365.69,43464,Synthetic,1.0690635884500053
2026-04-16,200000000013,dev,394.38,50097,Synthetic,1.1456969857942636
2026-04-17,200000000013,dev,377.18,46960,Synthetic,1.096294143293126
2026-04-18,200000000013,dev,250.88,32846,Synthetic,0.7353210874726269
2026-04-19,200000000013,dev,224.73000000000002,27952,Synthetic,0.6664844872071889
2026-04-20,200000000013,dev,360.74,39886,Synthetic,1.0719127928448025
2026-04-21,200000000013,dev,351.88,42084,Synthetic,1.0592049813371862
2026-04-22,200000000013,dev,414.4,46813,Synthetic,1.2218061738950967
2026-04-23,200000000013,dev,388.11,45366,Synthetic,1.1473233893036927
2026-04-24,200000000013,dev,403.59000000000003,52090,Synthetic,1.179925072984927
2026-04-25,200000000013,dev,250.86,31062,Synthetic,0.7334138018886444
2026-04-26,200000000013,dev,271.93,31491,Synthetic,0.7796445642245988
2026-04-27,200000000013,dev,383.9,43733,Synthetic,1.0903285226825497
2026-04-28,200000000013,dev,680.34,125485,Synthetic,1.7050334212872298
2026-04-29,200000000013,dev,691.9200000000001,110700,Synthetic,1.5773337892628598
2026-04-30,200000000013,dev,675.02,78284,Synthetic,1.407313644432266
2026-05-01,200000000013,dev,659.74,80403,Synthetic,1.2779608767720707
2026-05-02,200000000013,dev,511.42,64915,Synthetic,0.9240295591169433
2026-05-03,200000000013,dev,522.07,64555,Synthetic,0.886063703657008
2026-05-04,200000000013,dev,658.7,69988,Synthetic,1.0481200033642404
2026-05-05,200000000013,dev,376.83,45907,Synthetic,0.6440437532045804
2026-05-06,200000000013,dev,403.65,48612,Synthetic,0.7421147598248686
2026-05-07,200000000013,dev,376.18,46075,Synthetic,0.7505180143590445
2026-05-08,200000000013,dev,370.71000000000004,48080,Synthetic,0.8060014411907217
2026-05-09,200000000013,dev,218.43,23507,Synthetic,0.5224580310739193
2026-05-10,200000000013,dev,271.34000000000003,31598,Synthetic,0.7098256995933987
2026-05-11,200000000013,dev,406.34000000000003,50201,Synthetic,1.1736758710614488
2026-05-12,200000000013,dev,372.75,41192,Synthetic,1.0784698685624534
2026-05-13,200000000013,dev,383.59,49427,Synthetic,1.119111922445339
2026-05-14,200000000013,dev,384.46,46984,Synthetic,1.1177926749237834
2026-05-15,200000000013,dev,405.46000000000004,50714,Synthetic,1.1620761801037518
2026-05-16,200000000013,dev,273.96,31936,Synthetic,0.7677328956323312
